Date,Open,High,Low,Close,Volume
2024-01-01 09:15:00,21727.8,21737.7,21684.1,21709.7,0
2024-01-01 10:15:00,21709.6,21742.7,21695.3,21741.2,0
2024-01-01 11:15:00,21740.9,21748.8,21719.5,21742.5,0
2024-01-01 12:15:00,21741.2,21751.3,21711.3,21737.9,0
2024-01-01 13:15:00,21737.8,21793.9,21736.8,21792.7,0
2024-01-01 14:15:00,21792.2,21834.3,21719.9,21725.3,0
2024-01-01 15:15:00,21725.9,21736.2,21680.8,21689.4,0
2024-01-02 09:15:00,21751.3,21755.6,21626.5,21661.8,0
2024-01-02 10:15:00,21660.9,21668.8,21555.7,21588.4,0
2024-01-02 11:15:00,21587.6,21620.4,21571.9,21612.4,0
2024-01-02 12:15:00,21613.7,21649.1,21601.7,21613.9,0
2024-01-02 13:15:00,21613.9,21668.3,21611.2,21662.3,0
2024-01-02 14:15:00,21662.6,21692.7,21633.0,21661.1,0
2024-01-02 15:15:00,21661.6,21673.6,21657.0,21661.5,0
2024-01-03 09:15:00,21661.1,21677.0,21556.7,21586.4,0
2024-01-03 10:15:00,21585.8,21589.4,21538.8,21567.6,0
2024-01-03 11:15:00,21567.9,21591.4,21548.2,21569.2,0
2024-01-03 12:15:00,21570.3,21576.5,21519.7,21571.7,0
2024-01-03 13:15:00,21572.3,21584.4,21556.7,21572.1,0
2024-01-03 14:15:00,21571.8,21572.2,21508.8,21515.1,0
2024-01-03 15:15:00,21515.8,21528.3,21500.3,21523.7,0
2024-01-04 09:15:00,21605.8,21634.2,21564.6,21631.5,0
2024-01-04 10:15:00,21631.3,21653.2,21626.7,21650.8,0
2024-01-04 11:15:00,21650.5,21659.3,21635.8,21642.1,0
2024-01-04 12:15:00,21642.8,21672.7,21641.0,21668.4,0
2024-01-04 13:15:00,21667.8,21674.3,21648.9,21654.7,0
2024-01-04 14:15:00,21654.9,21663.9,21638.7,21651.8,0
2024-01-04 15:15:00,21651.1,21685.7,21650.0,21669.6,0
2024-01-05 09:15:00,21705.8,21749.6,21698.2,21728.9,0
2024-01-05 10:15:00,21730.3,21742.8,21668.7,21693.2,0
2024-01-05 11:15:00,21692.4,21699.4,21665.9,21690.7,0
2024-01-05 12:15:00,21690.7,21706.3,21678.2,21695.8,0
2024-01-05 13:15:00,21695.7,21699.4,21642.9,21649.2,0
2024-01-05 14:15:00,21649.6,21725.4,21629.2,21715.1,0
2024-01-05 15:15:00,21715.6,21720.4,21681.7,21709.6,0
2024-01-08 09:15:00,21747.6,21763.9,21644.8,21692.9,0
2024-01-08 10:15:00,21692.8,21724.5,21600.1,21620.0,0
2024-01-08 11:15:00,21620.3,21643.2,21552.8,21586.2,0
2024-01-08 12:15:00,21585.8,21611.2,21566.1,21575.8,0
2024-01-08 13:15:00,21575.6,21599.8,21552.3,21587.2,0
2024-01-08 14:15:00,21586.9,21592.8,21499.1,21507.3,0
2024-01-08 15:15:00,21507.9,21517.0,21492.9,21511.3,0
2024-01-09 09:15:00,21653.6,21673.7,21594.4,21657.3,0
2024-01-09 10:15:00,21657.2,21712.6,21653.9,21695.8,0
2024-01-09 11:15:00,21694.9,21713.4,21676.0,21690.4,0
2024-01-09 12:15:00,21691.6,21724.4,21688.2,21706.3,0
2024-01-09 13:15:00,21706.8,21714.2,21649.0,21655.4,0
2024-01-09 14:15:00,21656.6,21661.9,21533.1,21542.1,0
2024-01-09 15:15:00,21543.2,21558.1,21517.8,21551.9,0
2024-01-10 09:15:00,21529.3,21564.8,21448.7,21541.8,0
2024-01-10 10:15:00,21542.7,21573.9,21512.1,21542.2,0
2024-01-10 11:15:00,21542.7,21559.2,21505.8,21522.7,0
2024-01-10 12:15:00,21522.1,21532.4,21468.4,21510.3,0
2024-01-10 13:15:00,21510.6,21541.9,21479.8,21531.9,0
2024-01-10 14:15:00,21531.9,21641.8,21509.8,21609.2,0
2024-01-10 15:15:00,21608.0,21632.6,21607.1,21625.4,0
2024-01-11 09:15:00,21688.0,21726.5,21654.7,21672.2,0
2024-01-11 10:15:00,21672.4,21683.3,21630.4,21654.8,0
2024-01-11 11:15:00,21655.3,21670.6,21643.9,21657.2,0
2024-01-11 12:15:00,21657.2,21681.8,21651.2,21673.3,0
2024-01-11 13:15:00,21673.8,21679.2,21594.1,21606.3,0
2024-01-11 14:15:00,21605.9,21664.9,21593.8,21646.6,0
2024-01-11 15:15:00,21646.4,21669.4,21642.3,21669.4,0
2024-01-12 09:15:00,21773.6,21817.2,21715.2,21804.5,0
2024-01-12 10:15:00,21804.2,21848.2,21797.8,21822.2,0
2024-01-12 11:15:00,21821.8,21846.2,21810.7,21827.6,0
2024-01-12 12:15:00,21827.4,21861.4,21822.1,21843.1,0
2024-01-12 13:15:00,21842.9,21897.1,21841.2,21879.1,0
2024-01-12 14:15:00,21879.6,21928.2,21852.6,21876.6,0
2024-01-12 15:15:00,21876.0,21917.2,21876.0,21908.2,0
2024-01-15 09:15:00,22053.2,22081.9,21963.6,22010.2,0
2024-01-15 10:15:00,22011.1,22047.9,22003.8,22042.1,0
2024-01-15 11:15:00,22041.9,22063.7,22026.6,22052.1,0
2024-01-15 12:15:00,22052.2,22069.4,22042.6,22059.8,0
2024-01-15 13:15:00,22059.6,22084.9,22026.5,22070.7,0
2024-01-15 14:15:00,22070.1,22104.6,22053.2,22086.9,0
2024-01-15 15:15:00,22086.1,22115.6,22085.1,22109.8,0
2024-01-16 09:15:00,22080.5,22107.9,22029.2,22100.7,0
2024-01-16 10:15:00,22101.0,22124.2,22082.1,22118.8,0
2024-01-16 11:15:00,22118.0,22120.8,22062.2,22077.8,0
2024-01-16 12:15:00,22076.6,22090.9,22008.8,22019.0,0
2024-01-16 13:15:00,22018.7,22057.8,21969.8,22049.4,0
2024-01-16 14:15:00,22049.1,22058.4,22006.1,22034.3,0
2024-01-16 15:15:00,22034.2,22036.6,22016.3,22031.6,0
2024-01-17 09:15:00,21647.2,21851.5,21636.9,21791.0,0
2024-01-17 10:15:00,21790.6,21794.0,21727.2,21740.7,0
2024-01-17 11:15:00,21740.2,21749.3,21632.1,21675.4,0
2024-01-17 12:15:00,21674.9,21693.1,21630.1,21632.9,0
2024-01-17 13:15:00,21632.9,21677.2,21612.1,21657.1,0
2024-01-17 14:15:00,21657.9,21661.7,21550.4,21589.8,0
2024-01-17 15:15:00,21588.8,21593.1,21555.9,21577.2,0
2024-01-18 09:15:00,21414.2,21474.4,21285.6,21391.3,0
2024-01-18 10:15:00,21391.8,21491.3,21356.6,21484.2,0
2024-01-18 11:15:00,21484.2,21526.7,21444.9,21521.8,0
2024-01-18 12:15:00,21522.8,21539.4,21436.9,21452.5,0
2024-01-18 13:15:00,21452.7,21472.0,21432.1,21454.3,0
2024-01-18 14:15:00,21454.9,21487.6,21418.0,21458.3,0
2024-01-18 15:15:00,21458.5,21485.2,21450.2,21477.2,0
2024-01-19 09:15:00,21615.2,21665.7,21597.3,21639.0,0
2024-01-19 10:15:00,21638.9,21670.6,21577.1,21586.9,0
2024-01-19 11:15:00,21585.3,21622.6,21575.0,21588.4,0
2024-01-19 12:15:00,21586.7,21629.2,21577.6,21627.9,0
2024-01-19 13:15:00,21626.8,21638.9,21587.7,21589.0,0
2024-01-19 14:15:00,21589.2,21640.1,21587.1,21619.8,0
2024-01-19 15:15:00,21619.2,21645.7,21616.8,21638.2,0
2024-01-20 09:15:00,21706.2,21720.3,21604.3,21643.8,0
2024-01-20 10:15:00,21643.8,21694.4,21640.7,21665.8,0
2024-01-20 11:15:00,21666.4,21669.7,21633.9,21648.1,0
2024-01-20 12:15:00,21648.3,21658.4,21578.8,21653.2,0
2024-01-20 13:15:00,21652.7,21663.3,21607.2,21609.6,0
2024-01-20 14:15:00,21611.1,21624.5,21541.8,21578.2,0
2024-01-20 15:15:00,21578.7,21591.2,21571.8,21586.9,0
2024-01-23 09:15:00,21716.7,21750.2,21629.1,21658.7,0
2024-01-23 10:15:00,21658.1,21679.9,21519.9,21557.6,0
2024-01-23 11:15:00,21556.6,21563.2,21372.1,21389.3,0
2024-01-23 12:15:00,21388.4,21434.8,21335.8,21353.2,0
2024-01-23 13:15:00,21353.1,21375.7,21301.2,21311.8,0
2024-01-23 14:15:00,21312.3,21313.2,21192.6,21239.5,0
2024-01-23 15:15:00,21239.2,21271.2,21234.7,21243.1,0
2024-01-24 09:15:00,21185.2,21399.2,21137.2,21329.1,0
2024-01-24 10:15:00,21329.5,21408.6,21329.5,21372.3,0
2024-01-24 11:15:00,21372.3,21388.6,21233.2,21248.2,0
2024-01-24 12:15:00,21249.2,21333.5,21213.7,21300.8,0
2024-01-24 13:15:00,21299.9,21353.8,21281.2,21340.7,0
2024-01-24 14:15:00,21340.6,21460.1,21324.9,21456.1,0
2024-01-24 15:15:00,21455.7,21482.3,21454.6,21460.7,0
2024-01-25 09:15:00,21454.6,21459.0,21355.1,21368.9,0
2024-01-25 10:15:00,21368.4,21371.4,21247.1,21265.5,0
